AHCA Number (File Number),License Number,License Effective Date,License Expiration Date,Facility Type,Name,Street Address,Street Address Line 2,Street City,Street State,Street Zip,Street County,Phone,Mailing Address,Mailing Address Line 2,Mailing City,Mailing State,Mailing Zip,Mailing County,License Status,Owner,Owner Since,Admin/CEO,Licensed Beds,Profit Status,Web Address
11967569,11575,2/12/2019,5/12/2021,Assisted Living Facility,ADDINGTON PLACE OF TITUSVILLE,497 N WASHINGTON AVE,,TITUSVILLE,FL,32796,Brevard,(321) 383-2112,497 N WASHINGTON AVE,,TITUSVILLE,FL,32796,Brevard,LICENSED,ARHC TVTITFL01 TRS  LLC,2/12/2015,SARAH ANN MILLER,90,For-Profit,
11968004,11983,2/12/2019,5/12/2021,Assisted Living Facility,ADDINGTON PLACE STUART,3400 SE ASTER LN,,STUART,FL,34994,Martin,(772) 223-0883,212 S CENTRAL AVE,STE 301,SAINT LOUIS,MO,63105-3500,,LICENSED,ARHC ALSTUFL01 TRS  LLC,2/12/2015,ANNA SORRENTINO,104,For-Profit,www.Cedarhurstliving.com
11967529,11982,12/8/2019,3/7/2022,Assisted Living Facility,ADELA'S GARDENS ALF INC,12732 SW 93RD STREET,,MIAMI,FL,33186,Miami-Dade,(305) 385-0953,12732 SW 93RD STREET,,MIAMI,FL,33186,Miami-Dade,LICENSED,ADELA'S GARDENS ALF INC,12/8/2015,LADISBEL HERNANDEZ,6,For-Profit,
11964414,9019,8/18/2019,11/15/2021,Assisted Living Facility,ADORING RANCHES,14450 STIRLING RD,,SW RANCHES,FL,33330-2908,Broward,(954) 680-2293,14450 STIRLING RD,,SW RANCHES,FL,33330-2908,Broward,LICENSED,JANINA STELLA TOKARZ,4/17/1997,JANINA STELLA TOKARZ,6,For-Profit,
11965959,10247,1/6/2019,4/5/2021,Assisted Living Facility,ADULT CARE OF MIAMI  INC,9833 SW 27 TERRACE,,MIAMI,FL,33165,Miami-Dade,(305) 559-8159,9833 SW 27 TERRACE,,MIAMI,FL,33165,Miami-Dade,LICENSED,ADULT CARE OF MIAMI  INC,11/1/2002,MARIA J MACHADO,6,For-Profit,
11965728,10065,10/10/2018,1/7/2021,Assisted Living Facility,ADULT COMMUNITY EDUCATION SERVICES INC,124 DINK ALBRITTON,,WAUCHULA,FL,33873,Hardee,(863) 735-2124,P.O. BOX 1347,,WAUCHULA,FL,33873,Hardee,LICENSED,ADULT COMMUNITY EDUCATIONAL SERVICES  INC.,10/26/2006,JASON TRAVIS BONE,8,For-Profit,www.oppidan.net
11968598,12475,4/24/2019,7/22/2021,Assisted Living Facility,ADULT HOME CARE LLC,4760 8TH AVE SO,,SAINT PETERSBURG,FL,33711,Pinellas,(727) 321-7446,4760 8TH AVE SO,,SAINT PETERSBURG,FL,33711,Pinellas,LICENSED,ADULT HOME CARE LLC,1/24/2014,TAPANKUMAR PATEL,16,For-Profit,
11968122,12063,9/9/2019,12/7/2021,Assisted Living Facility,ADULT LEISURE LIVING INC,15650 W BUNCHE PARK DR,,MIAMI GARDENS,FL,33054-6965,Miami-Dade,(305) 705-2347,15650 W BUNCHE PARK DR,,MIAMI GARDENS,FL,33054-6965,Miami-Dade,LICENSED,ADULT LEISURE LIVING  INC.,6/13/2011,JOANN BUSH TRUSS,6,Not-For-Profit,
11966229,10472,4/10/2019,7/8/2021,Assisted Living Facility,ADVANTAGE SENIOR LIVING FACILITY LLC,1701 SW 47TH AVENUE,,FORT LAUDERDALE,FL,33317,Broward,(954) 581-1084,1701 SW 47TH AVENUE,,FORT LAUDERDALE,FL,33317,Broward,LICENSED,ADVANTAGE SENIOR LIVING FACILITY  LLC,4/10/2015,YONAYVIS RAMOS,6,For-Profit,
11967989,11947,1/20/2019,4/19/2021,Assisted Living Facility,ADVENT SQUARE,4798 NORTH DIXIE HIGHWAY,,BOCA RATON,FL,33431,Palm Beach,(561) 391-7207,4798 NORTH DIXIE HIGHWAY,,BOCA RATON,FL,33431,Palm Beach,LICENSED,TRUSTEES OF ADVENT LUTHERAN CHURCH  INC. (THE),11/17/2010,JOANNE TAYLOR,16,Not-For-Profit,www.adventsquare.org
11969018,12865,7/8/2018,10/5/2020,Assisted Living Facility,AGING HOME PARADISE LLC,110 ZACALO WAY,,KISSIMMEE,FL,34743,Osceola,(407) 201-2513,110 ZACALO WAY,,KISSIMMEE,FL,34743,Osceola,LICENSED,AGING HOME PARADISE LLC,4/14/2016,SAYRENY BAEZ,6,For-Profit,
11969305,13121,12/29/2019,3/28/2022,Assisted Living Facility,AGING WORLD ALF  LLC,12201 SW 93RD ST,,MIAMI,FL,33186,Miami-Dade,(786) 717-7081,12201 SW 93RD ST,,MIAMI,FL,33186,Miami-Dade,LICENSED,AGING WORLD ALF  LLC,11/2/2017,YITSY RODRIGUEZ,6,For-Profit,
11910002,7228,7/25/2018,10/22/2020,Assisted Living Facility,AGUILA ADULT CARE CENTER,503 N MATANZAS,,TAMPA,FL,33609,Hillsborough,(813) 872-8000,503 N MATANZAS,,TAMPA,FL,33609,Hillsborough,LICENSED,AGUILA ENTERPRISES INC,11/20/1992,ANUPAMA CHAPALAMADUGU,10,For-Profit,
11953588,8768,8/14/2018,11/11/2020,Assisted Living Facility,AGUILA ADULT CARE CENTER II,4011 N HABANA AVE,,TAMPA,FL,33607-6730,Hillsborough,(813) 872-8000,503 N. MATANZAS AVENUE,,TAMPA,FL,33609,Hillsborough,LICENSED,AGUILA ENTERPRISES INC,9/5/1996,ANUPAMA CHAPALAMADUGU,16,For-Profit,
11942983,8419,1/18/2019,4/17/2021,Assisted Living Facility,AIDEN SPRINGS,5520 HOWELL BRANCH ROAD,,WINTER PARK,FL,32792,Seminole,(407) 679-1116,1179 OAK CREEK COURT,,WINTER SPRINGS,FL,32708,Seminole,LICENSED,ALTA HEALTHCARE GROUP  INC,1/18/2007,ALBERT L GREEN,25,For-Profit,
11969533,13325,8/19/2019,11/16/2021,Assisted Living Facility,AJR LOVING CARE ALF INC,1554 DODD RD,,WINTER PARK,FL,32792,Orange,(407) 483-2546,638 WHITE CRANE CT,,CHULUOTA,FL,32766,Seminole,LICENSED,,8/19/2019,ROSELINE CARLINE CLERGE,6,For-Profit,
11911313,37,4/11/2019,7/9/2021,Assisted Living Facility,ALABAMA OAKS OF WINTER PARK,1759 ALABAMA DRIVE,,WINTER PARK,FL,32789,Orange,(407) 622-5076,1759 ALABAMA DRIVE,,WINTER PARK,FL,32789,Orange,LICENSED,WINTER PARK ELDERLY SERVICES LLC,9/1/2008,,19,For-Profit,www.alabamaoaks.com
11964530,9059,5/1/2019,5/1/2019,Assisted Living Facility,ALAFIA VILLAGE,3918 S KINGS AVE,,BRANDON,FL,33511-7749,Hillsborough,(813) 662-1535,3918 S KINGS AVE,,BRANDON,FL,33511-7749,Hillsborough,IN LITIGATION,D & F ASSOCIATES LLC,5/2/2005,GEORGE EDWARD FUSIA JR.,79,For-Profit,alafiavillage.com
11911241,6044,10/5/2018,10/21/2018,Assisted Living Facility,ALBANY AVENUE ADULT CONGREGATE LIVING FACILITY INC,211 N ALBANY AVENUE,,TAMPA,FL,33606,Hillsborough,(813) 253-0034,211 N ALBANY AVENUE,,TAMPA,FL,33606,Hillsborough,IN LITIGATION,ALBANY AVENUE ADULT CONGREGATE LIVING FACILITY  INC,5/13/1991,PETER MANESCALA,25,For-Profit,
11965303,9774,8/20/2019,2/21/2020,Assisted Living Facility,ALBINA MANOR,820 15TH ST N,,SAINT PETERSBURG,FL,33705-1235,Pinellas,(727) 418-0015,820 15TH ST N,,SAINT PETERSBURG,FL,33705,Pinellas,IN LITIGATION,ALBINA MANOR LLC,2/22/2000,ALBINA WILLIAMS,22,For-Profit,http://albinamanor.com/
11966869,11005,4/25/2019,7/23/2021,Assisted Living Facility,ALBORADA ALF INC,6006 N COOLIDGE AVE,,TAMPA,FL,33614-5502,Hillsborough,(813) 454-6327,6006 N COOLIDGE AVE,,TAMPA,FL,33614-5502,Hillsborough,LICENSED,ALBORADA ALF INC.,1/22/2007,YANET ARMAS,6,For-Profit,
11967878,11877,9/3/2018,12/1/2020,Assisted Living Facility,ALBORADA ALF INC,2114 W BURKE ST,,TAMPA,FL,33604-5740,Hillsborough,(813) 454-6327,2114 W BURKE ST,,TAMPA,FL,33604-5740,Hillsborough,LICENSED,ALBORADA ALF INC.,5/13/2010,YANET ARMAS,6,For-Profit,
11953397,8549,11/2/2019,1/30/2022,Assisted Living Facility,ALBORADA FAMILY HOME ALF LLC,5524 SW 5 STREET,,MIAMI,FL,33134,Miami-Dade,(305) 261-4976,5524 SW 5 STREET,,MIAMI,FL,33134,Miami-Dade,LICENSED,ALBORADA FAMILY HOME ALF,11/2/2009,ELIZABETH MUNIZ,6,For-Profit,
11968857,12736,10/9/2019,1/6/2022,Assisted Living Facility,ALCIME ASSISTED LIVING LLC,450 SW VIOLET AVE,,PORT SAINT LUCIE,FL,34983,St. Lucie,(772) 224-8155,450 SW VIOLET AVE,,PORT SAINT LUCIE,FL,34983,St. Lucie,LICENSED,ALCIME ASSISTED LIVING LLC,6/1/2015,JEAN-CLAUDE ALCIME,5,For-Profit,www.alcime.biz
11969237,13044,8/15/2019,11/12/2021,Assisted Living Facility,ALCIME PROFESSIONAL CARE LLC,2419 SW SANSOM LN,,PORT SAINT LUCIE,FL,34953,St. Lucie,(772) 249-8005,2419 SW SANSOM LN,,PORT SAINT LUCIE,FL,34953,St. Lucie,LICENSED,ALCIME PROFESSIONAL CARE LLC,6/9/2017,JEAN-CLAUDE ALCIME,6,For-Profit,
11910148,6511,12/27/2018,3/26/2021,Assisted Living Facility,ALCOVE ASSISTED LIVING FACILITY,2801 4TH ST N,,ST PETERSBURG,FL,33704-2101,Pinellas,(727) 898-0560,BOX 76082,,SAINT PETERSBURG,FL,33734-6082,Pinellas,LICENSED,ALCOVE ASSISTED LIVING FACILITY  INC,5/9/1991,NELLY MCNULTY,66,For-Profit,Alcovealf.com
11964715,9268,4/15/2018,4/14/2020,Assisted Living Facility,ALDARA HOME INC,12810 SW 18TH ST,,MIAMI,FL,33175-1233,Miami-Dade,(786) 262-1994,12810 SW 18TH ST,,MIAMI,FL,33175-1233,Miami-Dade,IN REVIEW,ALDARA HOME  INC.,4/15/2008,YAIMI ALVAREZ,6,For-Profit,
11963945,7656,12/20/2018,3/19/2021,Assisted Living Facility,ALDEA GREEN,700 S KINGS AVE,,BRANDON,FL,33511-5925,Hillsborough,(813) 662-0255,700 S KINGS AVE,,BRANDON,FL,33511-5925,Hillsborough,LICENSED,American Eagle Brandon LLC,12/20/2018,ODALYS RODRIGUEZ,120,For-Profit,www.brookdale.com
11953263,8481,3/1/2019,5/29/2021,Assisted Living Facility,ALDER TERRACE ADULT CARE CENTER,26563 SANDHILL BLVD,,PUNTA GORDA,FL,33983,Charlotte,(941) 629-4417,2382 BARTEK PLACE,,NORTH PORT,FL,34289,Sarasota,LICENSED,Assisted 2 Live Inc,3/1/2019,ROMULUS BARR,32,For-Profit,
11964447,8979,7/11/2019,10/8/2021,Assisted Living Facility,ALDERMAN OAKS RETIREMENT CENTER INC,727 HUDSON AVENUE,,SARASOTA,FL,34236,Sarasota,(941) 955-9099,727 HUDSON AVE.,,SARASOTA,FL,34236,Sarasota,LICENSED,ALDERMAN OAKS RETIREMENT CENTER INC.,7/11/1997,FRED GRADY,50,For-Profit,aldermanoaks.com
11965060,9465,5/29/2019,8/26/2021,Assisted Living Facility,ALEA ASSISTED LIVING FACILITIES  LLC,5304 NW 16TH ST,,LAUDERHILL,FL,33313-5490,Broward,(954) 731-4863,5304 NW 16TH ST,,LAUDERHILL,FL,33313-5490,Broward,LICENSED,ALEA ASSISTED LIVING FACILITIES LLC,5/29/2009,BEVERLEY ELIZABETH ROACHE,8,For-Profit,
11969655,13425,3/3/2020,5/31/2022,Assisted Living Facility,ALEGRIA ALF LLC,1150 SW 103RD CT,,MIAMI,FL,33174,Miami-Dade,(786) 376-7722,1150 SW 103RD CT,,MIAMI,FL,33174,Miami-Dade,LICENSED,Alegria ALF LLC,12/18/2019,MARLENE R RUIZ,6,For-Profit,
11968983,12853,6/16/2018,9/13/2020,Assisted Living Facility,ALELEA ALF INC,13444 SW 22 TERR,,MIAMI,FL,33175,Miami-Dade,(786) 409-5736,13444 SW 22 TERR,,MIAMI,FL,33175,Miami-Dade,LICENSED,ALELEA ALF  INC.,6/16/2016,LEANET GOMEZ,6,For-Profit,
11965736,10084,3/16/2019,6/13/2021,Assisted Living Facility,ALEMAN'S FAMILY HOME CORP,8735 SW 132ND CT,,MIAMI,FL,33183-4170,Miami-Dade,(305) 388-6519,8735 SW 132ND CT,,MIAMI,FL,33183-4170,Miami-Dade,LICENSED,ALEMAN'S FAMILY HOME CORP,7/1/2001,RUBEN BENITEZ,6,For-Profit,
11942752,8264,7/27/2018,10/24/2020,Assisted Living Facility,ALEXA INC (THE),8615 HULSEY ROAD,,TAMPA,FL,33634,Hillsborough,(813) 887-5683,2626 NORTH DUNDEE STREET,,TAMPA,FL,33629,Hillsborough,LICENSED,ALEXAS INC (THE),7/25/2008,KAREN BARCIA RODRIGUEZ,11,For-Profit,www.sweetwatermanor.com
11967019,11118,1/23/2020,4/22/2022,Assisted Living Facility,ALF FAMILY CARE CORP,14381 SW 159TH TER,,MIAMI,FL,33177-6869,Miami-Dade,(786) 293-7955,14381 SW 159TH TER,,MIAMI,FL,33177-6869,Miami-Dade,LICENSED,ALF FAMILY CARE CORP,7/20/2007,ZOILA N VERA,6,For-Profit,
11967763,11768,3/26/2020,3/25/2022,Assisted Living Facility,ALF FAMILY CARE II CORP,13480 SW 89TH TER,,MIAMI,FL,33186-1571,Miami-Dade,(305) 383-7119,13480 SW 89TH TER,,MIAMI,FL,33186-1571,Miami-Dade,LICENSED,ALF FAMILY CARE II  CORP.,12/4/2009,LOIDA A. REIG,6,For-Profit,
11965431,9785,12/6/2019,3/5/2022,Assisted Living Facility,ALF FAMILY PALACE CORP.,7521 W 30TH LN,,HIALEAH,FL,33018-5245,Miami-Dade,(786) 953-4512,7521 W 30TH LN,,HIALEAH,FL,33018-5245,Miami-Dade,LICENSED,ALF FAMILY PALACE CORP,12/6/2013,YAMIR MENENDEZ,6,For-Profit,
11967226,11312,11/20/2018,2/17/2021,Assisted Living Facility,ALF FAMILY SOLUTION CORP,7235 SOUTH  WATER WAY  DRIVE,,MIAMI,FL,33155,Miami-Dade,(305) 763-8098,7235 SOUTH  WATER WAY DRIVE,,MIAMI,FL,33155,Miami-Dade,LICENSED,ALF FAMILY SOLUTION CORP,1/29/2008,YAMIR MENENDEZ,6,For-Profit,
11966784,10926,11/30/2018,2/27/2021,Assisted Living Facility,ALF HOME ASSISTED LIVING PLUS MORE,4941 PINE CONE LANE,,WEST PALM BEACH,FL,33417,Palm Beach,(561) 712-0913,4941 PINE CONE LANE,,WEST PALM BEACH,FL,33417,Palm Beach,LICENSED,ALF HOME ASSISTED LIVING PLUS MORE  LLC,8/2/2010,MICHELLE PRASHAD,6,For-Profit,
11966896,11027,5/22/2019,8/19/2021,Assisted Living Facility,ALF KAYLA'S PLACE INC,3122 S W 151 COURT,,MIAMI,FL,33185,Miami-Dade,(305) 220-6449,3122 S W 151 COURT,,MIAMI,FL,33185,Miami-Dade,LICENSED,ALF KAYLA'S PLACE INC,2/28/2007,GEMA ROSSELLO,6,For-Profit,
11969440,13238,11/19/2018,2/18/2021,Assisted Living Facility,ALF LUCIA LLC,5317 SW 92ND AVE,,MIAMI,FL,33165,Miami-Dade,(305) 301-4325,5317 SW 92ND AVE,,MIAMI,FL,33165,Miami-Dade,LICENSED,ALF LUCIA  LLC,10/3/2018,REINA APARICIO,6,For-Profit,
11911830,5902,10/20/2018,1/17/2021,Assisted Living Facility,ALF MANAGEMENT AND PROFESSIONAL SERVICES  INC,21 SW 75 AVENUE,,MIAMI,FL,33144,Miami-Dade,(305) 264-2051,2423 SW 147 AVENUE,#347,MIAMI,FL,33185,Miami-Dade,LICENSED,ALF MANAGEMENT AND PROFESSIONAL SERVICES  INC,10/20/2014,CARLOS PEREZ,14,For-Profit,
11968603,12505,5/19/2018,5/18/2020,Assisted Living Facility,ALF MORNING DEW,3501 E KNOLLWOOD ST,,TAMPA,FL,33610-1627,Hillsborough,(813) 252-9182,3501 E KNOLLWOOD ST,,TAMPA,FL,33610-1627,Hillsborough,LICENSED,ALF MORNING DEW  INCORPORATED,1/6/2014,OSIEL LIMA,6,For-Profit,
11963871,8761,12/4/2019,3/3/2022,Assisted Living Facility,ALF PHILLIPPE RIDGE,1055 PHILLIPPE PKWY,,SAFETY HARBOR,FL,34695-2620,Pinellas,(727) 726-3632,1055 PHILLIPPE PKWY,,SAFETY HARBOR,FL,34695-2620,Pinellas,LICENSED,ALF PHILLIPPE RIDGE INC.,11/18/2013,MICHELLE BLEVIN COLEMAN,19,For-Profit,
11969266,13079,10/6/2019,1/3/2022,Assisted Living Facility,ALF SUNSET PALACE LLC,7400 SW 82ND AVE,,MIAMI,FL,33173,Miami-Dade,(305) 613-3625,7400 SW 82ND AVE,,MIAMI,FL,33173,Miami-Dade,LICENSED,ALF SUNSET PALACE  LLC,7/26/2017,MARTA VIGO,6,For-Profit,
11969088,12978,3/7/2019,6/4/2021,Assisted Living Facility,ALF SWEET HOME  LLC,9700 SW 15TH ST,,MIAMI,FL,33174,Miami-Dade,(786) 703-8729,9700 SW 15TH ST,,MIAMI,FL,33174,Miami-Dade,LICENSED,ALF SWEET HOME  LLC,8/23/2016,TATIANA RONDON,6,For-Profit,
11969663,13420,2/21/2020,5/21/2022,Assisted Living Facility,ALF TU HOGAR LLC,8810 SW 21ST TERR,,MIAMI,FL,33165,Miami-Dade,(786) 452-8053,8810 SW 21ST TERR,,MIAMI,FL,33165,Miami-Dade,LICENSED,ALF Tu Hogar LLC,12/23/2019,KATIA FERNANDEZ,6,For-Profit,
11966809,10934,12/13/2018,3/12/2021,Assisted Living Facility,ALF VILLA FRANCISCO HOME CARE CORP,16832 S.W. 110 COURT,,MIAMI,FL,33157,Miami-Dade,(305) 234-7787,16832 S.W. 110 COURT,,MIAMI,FL,33157,Miami-Dade,LICENSED,ALF VILLA FRANCISCO HOME CARE CORP.,10/17/2006,ROSA LILIA HERRERA,6,For-Profit,
11967824,11816,5/22/2018,8/19/2020,Assisted Living Facility,ALFONSO'S ALF  INC,17010 SW 100 AVENUE,,MIAMI,FL,33157,Miami-Dade,(305) 251-4089,17010 SW 100 AVENUE,,MIAMI,FL,33157,Miami-Dade,LICENSED,ALFONSO'S ALF  INC.,2/24/2010,ANA ALFONSO,6,For-Profit,
11911674,7844,3/22/2018,3/21/2020,Assisted Living Facility,ALICE'S HOME CORP,12795 NW 10TH LN,,MIAMI,FL,33182-1839,Miami-Dade,(305) 223-6443,12795 NW 10 LANE,,MIAMI,FL,33182,Miami-Dade,IN REVIEW,ALICE'S HOME CORP,12/17/1999,LUIS REYES,6,For-Profit,
11964960,9440,4/1/2020,6/29/2022,Assisted Living Facility,ALIMAR ASSISTED LIVING,2933 WEST COLUMBUS DRIVE,,TAMPA,FL,33607,Hillsborough,(813) 350-9040,2933 WEST COLUMBUS DRIVE,,TAMPA,FL,33607,Hillsborough,LICENSED,ALIMAR PROPERTY MANAGEMENT,6/3/2004,MARISELA ROZAS,56,For-Profit,www.alimarassistedliving.com
11969618,13384,12/27/2019,3/26/2022,Assisted Living Facility,ALIS SWEET HOME INC,6400 SW 24TH ST,,MIAMI,FL,33155,Miami-Dade,(305) 803-2763,6400 SW 24TH ST,,MIAMI,FL,33155,Miami-Dade,LICENSED,ALIS SWEET HOME INC,10/14/2019,TAIMI PEREZ-BARQUERO,6,For-Profit,
11968583,12471,2/26/2020,5/26/2022,Assisted Living Facility,ALL CARE ALF INC,646 NW 129TH PL,,MIAMI,FL,33182-1173,Miami-Dade,(786) 334-6425,646 NW 129TH PL,,MIAMI,FL,33182-1173,Miami-Dade,LICENSED,ALL CARE ALF INC,11/4/2013,ELVIRA JAUREGUI,6,For-Profit,
11969041,12902,9/14/2018,12/12/2020,Assisted Living Facility,ALL DUNN ASSISTANT LIVING FACILITY #2,9920 NW 3RD STREET,,PEMBROKE PINES,FL,33025,Broward,(954) 806-7951,9920 NW 3RD STREET,,PEMBROKE PINES,FL,33025,Broward,LICENSED,ALL DUNN ASSISTANT LIVING  INC.,5/19/2016,DAVE A DUNN,7,For-Profit,
11968676,12606,1/6/2019,4/5/2021,Assisted Living Facility,ALL DUNN ASSISTANT LIVING  INC.,5726-28 LINCOLN STREET,,HOLLYWOOD,FL,33021,Broward,(954) 374-9427,6971 SW 27TH STREET,,MIRAMAR,FL,33023,Broward,LICENSED,ALL DUNN ASSISTANT LIVING  INC.,5/28/2014,VENESS H DUNN,6,For-Profit,
11967837,11789,4/28/2018,7/26/2020,Assisted Living Facility,ALL ONE FAMILY WOODS LAKE INC,306 WOODS LAKE DRIVE,,COCOA,FL,32926,Brevard,(321) 453-6577,306 WOODS LAKE DRIVE,,COCOA,FL,32926,Brevard,LICENSED,ALL ONE FAMILY WOODS LAKE INC.,3/10/2010,SCOTT DALTON,6,For-Profit,all1family4seniors.com
11969278,13141,3/22/2018,3/21/2020,Assisted Living Facility,ALL SEASONS IN NAPLES LLC,15450 TAMIAMI TRL N,,NAPLES,FL,34110,Collier,(239) 316-4400,15450 TAMIAMI TRL N,,NAPLES,FL,34110,Collier,IN REVIEW,ALL SEASON IN NAPLES LLC,2/1/2019,JOSEPH MURGALO,102,For-Profit,www.allseasonsnaples.com
11967903,11853,7/22/2018,10/19/2020,Assisted Living Facility,ALL SENIORS ASSISTED LIVING,2706 PIONEER RD,,ORLANDO,FL,32808,Orange,(407) 440-4046,2706 PIONEER RD,,ORLANDO,FL,32808,Orange,LICENSED,ALL SENIORS ASSISTED LIVING  INC,6/28/2010,MARY SINGH,21,For-Profit,
11965628,9972,12/2/2018,3/1/2021,Assisted Living Facility,ALL STARS ASSISTED LIVING  INC,1131 W LAKE BRANTLEY ROAD,,ALTAMONTE SPRINGS,FL,32714,Seminole,(407) 389-9930,1131 W LAKE BRANTLEY ROAD,,ALTAMONTE SPRINGS,FL,32714,Seminole,LICENSED,ALL STARS ASSISTED LIVING INC,12/2/2004,MARY SINGH,13,For-Profit,Na
11967365,11431,9/19/2018,12/17/2020,Assisted Living Facility,ALL USA HOMES  INC,4214 SW 3 STREET,,MIAMI,FL,33134,Miami-Dade,(305) 448-9836,4214 SW 3 STREET,,MIAMI,FL,33134,Miami-Dade,LICENSED,ALL USA HOMES INC,6/25/2008,JOESIDA CORREDERA,6,For-Profit,
11910038,7531,2/27/2019,5/27/2021,Assisted Living Facility,ALLEGRO,16001 LAKESHORE VILLA DRIVE,,TAMPA,FL,33613,Hillsborough,(813) 386-1145,212 S CENTRAL AVE,STE 301,SAINT LOUIS,MO,63105-3500,,LICENSED,CRP LAKESHORE VILLAS  L.L.C.,2/27/2015,JENNIFER BUTLER,135,For-Profit,www.renaissancesrliving.com
11965421,9746,3/11/2020,3/10/2022,Assisted Living Facility,ALLEGRO,4501 SHANNON LAKES DRIVE WEST,,TALLAHASSEE,FL,32309,Leon,(850) 668-4004,212 S CENTRAL AVE,STE 301,SAINT LOUIS,MO,63105-3500,,LICENSED,KAPG Tallahassee Senior Housing OPCO  LLC,3/11/2020,JIMMIE FAY GRIFFIN,60,For-Profit,www.allegroliving.com
11966027,10313,3/18/2020,12/16/2020,Assisted Living Facility,ALLEGRO,3651 US HIGHWAY 17,,FLEMING ISLAND,FL,32003,Clay,(904) 278-4442,ONE TOWN CENTER ROAD,SUITE 300,BOCA RATON,FL,33486,Palm Beach,PROVISIONAL,KAPG Fleming Island Senior Housing OPCO LLC,3/18/2020,AMANDA KING,112,For-Profit,https://www.allegroliving.com
11967230,11297,3/17/2020,12/15/2020,Assisted Living Facility,ALLEGRO,1101 PLANTATION ISLAND DRIVE,,SAINT AUGUSTINE,FL,32080,St. Johns,(904) 460-9100,ONE TOWN CENTER ROAD  SUITE 300,,BOCA RATON,FL,33486,Palm Beach,PROVISIONAL,KAPG St  Augustine Senior Housing OPCO LLC,3/17/2020,MICHELLE D MUELLER,46,For-Profit,www.allegroliving.com
11967961,11942,11/18/2018,2/15/2021,Assisted Living Facility,ALLEGRO,800 WEST AZEELE ST,,TAMPA,FL,33606,Hillsborough,(813) 254-1069,800 WEST AZEELE STREET,,TAMPA,FL,33606,Hillsborough,LICENSED,ALLEGRO,12/1/2016,JENNIFER ASTUTO ROTUNDA,156,For-Profit,www.allegroliving.com
11968814,12706,3/12/2020,12/11/2020,Assisted Living Facility,ALLEGRO,11450 HAGEN RANCH RD,,BOYNTON BEACH,FL,33437,Palm Beach,(561) 733-1300,212 S CENTRAL AVE STE 301,,ST LOUIS,MO,63105,,PROVISIONAL,KAPG BOYNTON BEACH SENIOR HOUSING OPCO LLC,3/12/2020,PETER COWLEY,85,For-Profit,www.allegroliving.com
11969665,13438,3/26/2020,6/23/2022,Assisted Living Facility,ALLEGRO,5901 LOXAHATCHEE ROAD,,PARKLAND,FL,33067,Broward,(954) 752-3450,212 S CENTRAL AVE SUITE 301,,ST LOUIS,MO,63105,,LICENSED,The Allegro at Parkland  LLC,1/6/2020,MICHAEL FORRESTER,120,For-Profit,
11969666,13418,2/18/2020,5/18/2022,Assisted Living Facility,ALLURE LIVING CARE,13692 CARLTON STREET,,WELLINGTON,FL,33414,Palm Beach,(754) 707-1766,13692 CARLTON STREET,,WELLINGTON,FL,33414,Palm Beach,LICENSED,ALLURE A & L INC,12/23/2019,GUERLINE VEILLARD,5,For-Profit,
11964865,9378,10/22/2018,1/19/2021,Assisted Living Facility,ALMARK COVE ASSISTED LIVING  LLC,2811 ARROW LANE,,ORLANDO,FL,32808,Orange,(407) 656-2443,13920 EYLEWOOD DR,,WINTER GARDEN,FL,34787,Orange,LICENSED,ALMARK HEALTH SERVICES  INC.,6/25/1998,JULIET JAH,6,For-Profit,ALMARKHEALTHASSISTEDLIVING.COM
11912070,7872,7/7/2018,10/4/2020,Assisted Living Facility,ALMOST HOME ,9664 HOOD RD,,JACKSONVILLE,FL,32257-1141,Duval,(904) 292-9600,9664 HOOD RD,,JACKSONVILLE,FL,32257-1141,Duval,LICENSED,ALMOST HOME SENIOR SERVICES  INC.,7/13/1992,JAMIE L. GLAVICH,14,For-Profit,www.almosthomeseniorservices.com
11965381,9793,11/1/2018,1/29/2021,Assisted Living Facility,ALMOST HOME AT NORTH SPRINGS  INC.,7506 NW 42ND STREET,,CORAL SPRINGS,FL,33065,Broward,(954) 255-1811,P. O. BOX 772058,,CORAL SPRINGS,FL,33077,Broward,LICENSED,ALMOST HOME AT NORTH SPRINGS INC,7/7/2016,MICHAEL J CHERILL,6,For-Profit,
11965113,9590,7/9/2019,10/6/2021,Assisted Living Facility,ALMOST HOME BEACHES,100 WEST FIRST STREET,,ATLANTIC BEACH,FL,32233,Duval,(904) 249-3233,100 WEST FIRST STREET,,ATLANTIC BEACH,FL,32233,Duval,LICENSED,ALMOST HOME MANAGEMENT FOUNDATION  INC.,4/11/2005,GLORIA R. SMITH,14,For-Profit,www.almosthomeseniorservices.com
11968665,12538,7/21/2018,10/18/2020,Assisted Living Facility,ALMOST HOME  ALF  INC,14303 SPRING HILL DR,,SPRING HILL,FL,34609-5234,Hernando,(727) 410-7966,14303 SPRING HILL DR,,SPRING HILL,FL,34609-5234,Hernando,LICENSED,ALMOST HOME  ALF  INC.,4/28/2014,JENNIFER V GUNN,6,For-Profit,
11969085,12909,9/28/2018,12/26/2020,Assisted Living Facility,ALONDRA'S ALF LLC,1804 W FLORA ST,,TAMPA,FL,33604,Hillsborough,(813) 407-2971,1804 W FLORA ST,,TAMPA,FL,33604,Hillsborough,LICENSED,ALONDRA'S ALF LLC,9/28/2016,ALINA FELIX,5,For-Profit,
